organization_id, org_name, site_id, site_name, latitude, longitude, elevation, measured_on, soil phs:userid,soil phs:horizon number,soil phs:horizon top depth (cm),soil phs:horizon bottom depth (cm),soil phs:reference depth level 5cm,soil phs:reference depth level 10cm,soil phs:reference depth level 30cm,soil phs:reference depth level 50cm,soil phs:reference depth level 60cm,soil phs:reference depth level 90cm,soil phs:collected on,soil phs:ph,soil phs:ph method,soil phs:comments,soil phs:globe teams
The GLOBE ID assigned to the school or organization,The name of the reporting school or other institution,The GLOBE ID assigned to the site,The name assigned to the site where the data were collected; the name is selected by the reporting person as part of site definition,The latitude of the site where data were observed in decimal degrees,The longitude of the site where date were observed in decimal degrees,The elevation of the site where data were observed in meters,The date only of when the data were observed in Coordinated Universal Time (UTC),,Horizon number of the soil characterization measurements,Soil horizon top depth in centimeters,Soil horizon bottom depth in centimeters,Number of the soil horizon at 5 cm depth,Number of the soil horizon at 10 cm depth,Number of the soil horizon at 30 cm depth,Number of the soil horizon at 50 cm depth,Number of the soil horizon at 60 cm depth,Number of the soil horizon at 90 cm depth,Date sample was collected for measurement of soil pH,pH of the soil horizon,"Method used to measure soil pH: paper, pen, or meter",Comments on the soil pH measurement,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,33706,Borik zavoj,44.1387,15.2272,52,2/20/2015,3080568,2,23,70,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2015-02-20T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,33706,Borik zavoj,44.1387,15.2272,52,2/20/2015,3080568,3,71,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2015-02-20T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,48206,Iskop Plovanija,44.12774,15.2436,43,2/16/2017,3080568,1,0,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2017-02-16T00:00:00,6,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,48206,Iskop Plovanija,44.12774,15.2436,43,2/16/2017,3080568,2,31,60,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2017-02-16T00:00:00,6,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,48206,Iskop Plovanija,44.12774,15.2436,43,2/16/2017,3080568,3,61,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2017-02-16T00:00:00,6,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,189275,Kašić,44.127002,15.243438,34,1/24/2020,3080568,1,0,50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2020-01-24T00:00:00,6.5,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,189275,Kašić,44.127002,15.243438,34,1/24/2020,3080568,2,51,79,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2020-01-24T00:00:00,6.5,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,189275,Kašić,44.127002,15.243438,34,1/24/2020,3080568,3,80,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2020-01-24T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,146531,Plovanija 2,44.126774,15.242834,31,2/21/2019,3080568,1,0,55,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2019-02-21T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,146531,Plovanija 2,44.126774,15.242834,31,2/21/2019,3080568,2,56,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2019-02-21T00:00:00,8,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,146531,Plovanija 2,44.126774,15.242834,31,2/21/2019,3080568,3,86,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2019-02-21T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,261358,Plovanija - raskršće,44.12714,15.248082,50,11/8/2021,3080568,1,0,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2021-11-08T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,261358,Plovanija - raskršće,44.12714,15.248082,50,11/8/2021,3080568,2,26,55,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021-11-08T00:00:00,8,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,261358,Plovanija - raskršće,44.12714,15.248082,50,11/8/2021,3080568,3,56,98,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2021-11-08T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,307112,Put Dikla,44.135914,15.216837,11,11/30/2022,3080568,3,56,100,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2022-11-30T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,307112,Put Dikla,44.135914,15.216837,11,11/30/2022,3080568,2,26,55,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2022-11-30T00:00:00,8,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,307112,Put Dikla,44.135914,15.216837,11,11/30/2022,3080568,1,0,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2022-11-30T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,35389,Supernova,44.11506,15.270708,28,2/24/2016,3080568,1,0,32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2016-02-24T00:00:00,7,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,35389,Supernova,44.11506,15.270708,28,2/24/2016,3080568,2,33,70,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2016-02-24T00:00:00,8,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,35389,Supernova,44.11506,15.270708,28,2/24/2016,3080568,3,71,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2016-02-24T00:00:00,8,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,106050,Žmirići raskršće,44.1392,15.2277,53,2/15/2018,3080568,1,0,50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2018-02-15T00:00:00,10,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,106050,Žmirići raskršće,44.1392,15.2277,53,2/15/2018,3080568,2,51,81,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2018-02-15T00:00:00,9,paper,,
127212,Ekonomsko-birotehnicka i trgovacka skola Zadar,106050,Žmirići raskršće,44.1392,15.2277,53,2/15/2018,3080568,3,82,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2018-02-15T00:00:00,11,paper,,
11950171,ekonomsko-birotehnička škola split,33811,tlo dvorište,43.5121,16.4508,51,1/28/2016,11950114,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2016-01-28T00:00:00,7,meter,,
23062994,Elayet feda basic school,48175,almuna,23.546,58.39269,94,2/26/2017,23326650,1,0,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2017-02-26T00:00:00,8,meter,,
23062994,Elayet feda basic school,144639,dwe soil,23.31,56.32,501,1/23/2019,23326650,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019-01-23T00:00:00,7.9,meter,,
23062994,Elayet feda basic school,144638,feda soil,23.3,56.29,475,1/22/2019,23326650,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2019-01-22T00:00:00,8.3,meter,,
23062994,Elayet feda basic school,105203,No DELTARINتربه لاترش بمبيد (البحث),23.31,56.32,499,2/11/2018,23326650,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2018-02-11T00:00:00,8.9,meter,,
23062994,Elayet feda basic school,105202,with DELTaRINتربة ترش بمبيد(البحث),23.31,56.32,499,2/11/2018,23326650,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2018-02-11T00:00:00,8.1,meter,,
23062994,Elayet feda basic school,103906,تربة المدرسة,23.31,56.32,502,12/20/2017,23326650,1,0,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2017-12-20T00:00:00,8,meter,,
23062994,Elayet feda basic school,103906,تربة المدرسة,23.31,56.32,502,12/20/2017,23326650,2,20,100,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2017-12-20T00:00:00,8.1,meter,,
184981,Elberta Middle School,32229,EMS Back Pine Trees:SCS-03,30.42131,-87.59933,47,12/4/2012,2963437,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-04T00:00:00,5,paper,,
184981,Elberta Middle School,32227,EMS Bailey Field:SCS-01,30.41904,-87.60147,63.9,12/10/2012,2963437,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-10T00:00:00,5,paper,,
184981,Elberta Middle School,32228,EMS Front Lawn:SCS-02,30.41862,-87.60036,51.9,12/4/2012,2963437,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-04T00:00:00,5.3,paper,,
240911,"Escuela de Educación Secundaria Orientada N°241 ""John F. Kennedy""",61,Prueba II:SCS-04,-33.01822,-61.04182,56.4,2/20/2007,-1,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2007-02-20T00:00:00,6,paper,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32614,GOLF13:SCS-19,-34.50484,-58.52287,5.8,7/1/2013,2954530,1,0,38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2013-07-01T00:00:00,6.5,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32614,GOLF13:SCS-19,-34.50484,-58.52287,5.8,7/1/2013,2954530,2,38,50,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2013-07-01T00:00:00,6.3,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32614,GOLF13:SCS-19,-34.50484,-58.52287,5.8,7/1/2013,2954530,4,65,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2013-07-01T00:00:00,6.7,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32614,GOLF13:SCS-19,-34.50484,-58.52287,5.8,7/1/2013,2954530,3,50,65,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2013-07-01T00:00:00,6.3,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",190,GOLF 1A:SCS-03,-34.5092,-58.5359,16.2,8/23/2002,-1,1,0,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2002-08-23T00:00:00,5.5,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",190,GOLF 1A:SCS-03,-34.5092,-58.5359,16.2,8/23/2002,-1,2,30,67,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2002-08-23T00:00:00,5.1,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",190,GOLF 1A:SCS-03,-34.5092,-58.5359,16.2,8/23/2002,-1,3,67,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2002-08-23T00:00:00,5,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",189,GOLF 1:SCS-01,-34.5083,-58.539,14.3,6/25/2001,-1,1,0,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2001-06-25T00:00:00,5.5,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",189,GOLF 1:SCS-01,-34.5083,-58.539,14.3,6/25/2001,-1,2,21,47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2001-06-25T00:00:00,5.4,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",189,GOLF 1:SCS-01,-34.5083,-58.539,14.3,6/25/2001,-1,3,47,68,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2001-06-25T00:00:00,5,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",189,GOLF 1:SCS-01,-34.5083,-58.539,14.3,6/25/2001,-1,4,68,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2001-06-25T00:00:00,5.5,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32055,golf4:SCS-18,-34.5094,-58.5361,15,9/3/2012,2954530,1,0,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-03T00:00:00,6.6,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32055,golf4:SCS-18,-34.5094,-58.5361,15,9/3/2012,2954530,2,21,43,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-09-03T00:00:00,6.3,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",32055,golf4:SCS-18,-34.5094,-58.5361,15,9/3/2012,2954530,3,43,57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2012-09-03T00:00:00,6.3,meter,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",192,Salsa Golf:SCS-12,-34.5094,-58.5361,15,8/5/2009,-1,1,0,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2009-08-05T00:00:00,5.7,,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",192,Salsa Golf:SCS-12,-34.5094,-58.5361,15,8/5/2009,-1,2,14,34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2009-08-05T00:00:00,5.5,,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",192,Salsa Golf:SCS-12,-34.5094,-58.5361,15,8/5/2009,-1,3,34,69,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2009-08-05T00:00:00,5.3,,,
128158,"Escuela de Ensenanza Media 7 ""Nicolas Copernico""",192,Salsa Golf:SCS-12,-34.5094,-58.5361,15,8/5/2009,-1,4,69,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2009-08-05T00:00:00,5.7,,,
203609,Escuela No. 88 Alfredo B. Nobel,31915,"Escuela 88,  Las Violetas - PATIO ESCOLAR",-34.56716,-56.29797,33.9,10/26/2022,3151957,1,0,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2022-10-26T00:00:00,7.1,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,9214,CANCHA DE FUTBOL ZONA PONIENTE:SCS-09,20.6818,-101.36,1738.5,11/4/2011,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2011-11-04T00:00:00,6.6,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,9211,CANCHAS DE BASKETBALL ZONA NORTE-PREPARATORIA:SCS-06,20.4099,-101.215,1739.1,12/4/2009,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2009-12-04T00:00:00,6.7,,TEMPERATURA DEL AGUA  20?C,
221379,Escuela Preparatoria Oficial de Irapuato,9209,CERRO DE LA JOYITA; EJIDO PASO BLANCO:SCS-04,20.4564,-101.2633,1747.2,5/23/2009,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2009-05-23T00:00:00,8,,SE CORROBORO CON EL SOIL TEST KIT (HANNA INSTRUMENTS) CON REACTIVO HI 3896 pH,
221379,Escuela Preparatoria Oficial de Irapuato,9209,CERRO DE LA JOYITA; EJIDO PASO BLANCO:SCS-04,20.4564,-101.2633,1747.2,5/23/2009,-1,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2009-05-23T00:00:00,7.8,,COLOR AZUL CLARO NO ESTA EN LA CARTA DEL SOIL TEST KIT(HANNA INSTRUMENTS) ,
221379,Escuela Preparatoria Oficial de Irapuato,9209,CERRO DE LA JOYITA; EJIDO PASO BLANCO:SCS-04,20.4564,-101.2633,1747.2,5/23/2009,-1,3,10,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2009-05-23T00:00:00,7.8,,COLOR AZUL CLARO NO ESTA EN LA CARTA DEL SOIL TEST KIT(HANNA INSTRUMENTS) ,
221379,Escuela Preparatoria Oficial de Irapuato,9206,Cortina de la Presa del Conejo:SCS-01,20.4369,-101.2391,1745.2,9/30/2005,-1,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2005-09-30T00:00:00,7.6,,MUESTRA TOMADA EL DIA 22 DE MAYO DEL 2009,
221379,Escuela Preparatoria Oficial de Irapuato,9206,Cortina de la Presa del Conejo:SCS-01,20.4369,-101.2391,1745.2,9/30/2005,-1,3,10,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005-09-30T00:00:00,7.5,,MUESTRA TOMADA EL DIA 22 DE MAYO DEL 2009,
221379,Escuela Preparatoria Oficial de Irapuato,9212,EJIDO PASO BLANCO KM5:SCS-07,20.4457,102.5017,1732.1,3/20/2010,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2010-03-20T00:00:00,8,,,
221379,Escuela Preparatoria Oficial de Irapuato,9212,EJIDO PASO BLANCO KM5:SCS-07,20.4457,102.5017,1732.1,3/20/2010,-1,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2010-03-20T00:00:00,8.1,,,
221379,Escuela Preparatoria Oficial de Irapuato,9215,"EL PARQUECITO, COL. BENITO JUAREZ:SCS-10",20.6647,-101.3727,1738.5,5/25/2012,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-05-25T00:00:00,7.5,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,9215,"EL PARQUECITO, COL. BENITO JUAREZ:SCS-10",20.6647,-101.3727,1738.5,5/25/2012,-1,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-05-25T00:00:00,7.6,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,51772,Habitat Escolar,20.683295,-101.359067,1731,3/16/2017,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-03-16T00:00:00,7,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,52501,Huerta de la ENMS Irapuato,20.40958,-101.21546,1731,6/8/2017,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-06-08T00:00:00,7,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,52501,Huerta de la ENMS Irapuato,20.40958,-101.21546,1731,6/8/2017,3497792,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2017-06-08T00:00:00,7.1,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,52501,Huerta de la ENMS Irapuato,20.40958,-101.21546,1731,6/8/2017,3497792,3,10,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2017-06-08T00:00:00,7.2,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,32739,HUERTA DE LA ENMSI:SCS-11,20.4096,101.2154,1756.1,4/12/2013,3497792,1,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2013-04-12T00:00:00,8.6,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,9207,Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,1747.1,11/13/2008,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-11-13T00:00:00,7.3,,pH Meter Hanna instruments ,
221379,Escuela Preparatoria Oficial de Irapuato,9207,Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,1747.1,11/13/2008,-1,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2008-11-13T00:00:00,8,,pH Meter Hanna instruments ,
221379,Escuela Preparatoria Oficial de Irapuato,9207,Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,1747.1,11/13/2008,-1,3,10,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-11-13T00:00:00,7.8,,pH Meter Hanna instruments ,
221379,Escuela Preparatoria Oficial de Irapuato,9207,Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,1747.1,11/13/2008,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2008-11-13T00:00:00,8.6,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,33614,PARQUE ARBOLEDAS,20,101,1730,11/20/2014,3497792,1,0,100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2014-11-20T00:00:00,8.4,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,9208,PARQUE ECOLOGICO DE IRAPUATO(PEI):SCS-03,20.3729,-101.3868,1701.4,11/23/2007,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2007-11-23T00:00:00,7.2,,,
221379,Escuela Preparatoria Oficial de Irapuato,9208,PARQUE ECOLOGICO DE IRAPUATO(PEI):SCS-03,20.3729,-101.3868,1701.4,11/23/2007,-1,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2007-11-23T00:00:00,7.3,,,
221379,Escuela Preparatoria Oficial de Irapuato,32885,Parque Tabachines:SCS-12,20.4155,-101.2167,1693.1,11/22/2013,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2013-11-22T00:00:00,8.7,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,33179,Rancho Nuevo (Zona A),20.374111,-101.33464,1668,5/14/2014,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2014-05-14T00:00:00,7.4,meter,"El pH tiene una variante grande, por ello se hizo basado en pH promedio de los duplicados. Muestra 1 y 2",
221379,Escuela Preparatoria Oficial de Irapuato,33179,Rancho Nuevo (Zona A),20.374111,-101.33464,1668,5/14/2014,3497792,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2014-05-14T00:00:00,7.8,meter,"El pH tiene una variante grande, por ello se hizo basado en pH promedio de los duplicados. Muestra 3 y 4",
221379,Escuela Preparatoria Oficial de Irapuato,33179,Rancho Nuevo (Zona A),20.374111,-101.33464,1668,5/14/2014,3497792,3,15,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2014-05-14T00:00:00,7.8,meter,"El pH tiene una variante grande, por ello se hizo basado en pH promedio de los duplicados. Muestra 5 y 6",
221379,Escuela Preparatoria Oficial de Irapuato,35959,Zona de cactáceas de la ENMSI,20.682,-101.36,1725.2,3/16/2016,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-03-16T00:00:00,6.9,meter,"Se modificó la relación 1:1 del agua y la muestra de suelo, ya que la solución quedaba sobresaturada lo que nos llevóa hacerlo en la relación 1:4 para que de esta manera se nos facilitara medir el pH en el sobrenadante.",
221379,Escuela Preparatoria Oficial de Irapuato,35959,Zona de cactáceas de la ENMSI,20.682,-101.36,1725.2,3/16/2016,3497792,2,5,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2016-03-16T00:00:00,7.2,meter,Idem al horizonte 1,
221379,Escuela Preparatoria Oficial de Irapuato,35959,Zona de cactáceas de la ENMSI,20.682,-101.36,1725.2,3/16/2016,3497792,3,10,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016-03-16T00:00:00,7.4,meter,Idem al horizonte 2,
221379,Escuela Preparatoria Oficial de Irapuato,34225,ZONA PONIENTE DE CANCHAS DE BASKET BALL,20.4089,101.21579,1729,4/22/2015,3497792,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2015-04-22T00:00:00,7.4,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,34225,ZONA PONIENTE DE CANCHAS DE BASKET BALL,20.4089,101.21579,1729,5/27/2015,3497792,2,5,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2015-05-27T00:00:00,7.5,meter,,
221379,Escuela Preparatoria Oficial de Irapuato,34225,ZONA PONIENTE DE CANCHAS DE BASKET BALL,20.4089,101.21579,1729,5/27/2015,3497792,3,20,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2015-05-27T00:00:00,7.5,meter,,
158265,E.S.-Les Ormonts-Leysin (ESOL),1369,Sol Gellieres:SCS-01,46.3535,7.02552,1252.1,9/20/2005,-1,1,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2005-09-20T00:00:00,7,paper,,
109582,Estonian Learning Expedition,3578,gravel-pit:SCS-07,58.0016,26.3868,142,8/22/2001,-1,1,0,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,8.1,pen,,
109582,Estonian Learning Expedition,3578,gravel-pit:SCS-07,58.0016,26.3868,142,8/22/2001,-1,2,12,38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,7.9,pen,,
109582,Estonian Learning Expedition,3578,gravel-pit:SCS-07,58.0016,26.3868,142,8/22/2001,-1,3,38,90,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2001-08-22T00:00:00,8.9,pen,,
109582,Estonian Learning Expedition,3578,gravel-pit:SCS-07,58.0016,26.3868,142,8/22/2001,-1,4,90,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,8.8,pen,,
109582,Estonian Learning Expedition,3578,gravel-pit:SCS-07,58.0016,26.3868,142,8/22/2001,-1,5,101,151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,8.8,pen,,
109582,Estonian Learning Expedition,323256,Miina Härma Gymn yard,58.376754,26.709028,68.3,8/8/2023,68301499,3,45,70,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2023-08-08T00:00:00,7,meter,,
109582,Estonian Learning Expedition,323256,Miina Härma Gymn yard,58.376754,26.709028,68.3,8/8/2023,68301499,2,27,45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2023-08-08T00:00:00,7,meter,,
109582,Estonian Learning Expedition,323256,Miina Härma Gymn yard,58.376754,26.709028,68.3,8/8/2023,68301499,1,0,27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2023-08-08T00:00:00,7,meter,,
109582,Estonian Learning Expedition,3574,Poslovitsa:SCS-03,58.025,26.4708,150,8/22/2001,-1,1,0,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,6.7,pen,,
109582,Estonian Learning Expedition,3574,Poslovitsa:SCS-03,58.025,26.4708,150,8/22/2001,-1,2,31,57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2001-08-22T00:00:00,6.5,pen,,
109582,Estonian Learning Expedition,3574,Poslovitsa:SCS-03,58.025,26.4708,150,8/22/2001,-1,3,57,108,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2001-08-22T00:00:00,6.5,pen,,
109582,Estonian Learning Expedition,3574,Poslovitsa:SCS-03,58.025,26.4708,150,8/22/2001,-1,4,108,127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,6.7,pen,,
109582,Estonian Learning Expedition,3574,Poslovitsa:SCS-03,58.025,26.4708,150,8/22/2001,-1,5,127,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,7.2,pen,,
109582,Estonian Learning Expedition,3575,Pyhajarve aares:SCS-04,58.0201,26.4692,157,8/22/2001,-1,1,0,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,5.4,meter,,
109582,Estonian Learning Expedition,3577,soil 4:SCS-06,58.0014,26.3868,135,8/22/2001,-1,1,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2001-08-22T00:00:00,9.1,meter,,
