 site_name, latitude, longitude,soil phs:ph
Žmirići raskršće,44.1392,15.2277,10
Žmirići raskršće,44.1392,15.2277,9
Žmirići raskršće,44.1392,15.2277,11
tlo dvorište,43.5121,16.4508,7
almuna,23.546,58.39269,8
dwe soil,23.31,56.32,7.9
feda soil,23.3,56.29,8.3
No DELTARINتربه لاترش بمبيد (البحث),23.31,56.32,8.9
with DELTaRINتربة ترش بمبيد(البحث),23.31,56.32,8.1
تربة المدرسة,23.31,56.32,8
تربة المدرسة,23.31,56.32,8.1
EMS Back Pine Trees:SCS-03,30.42131,-87.59933,5
EMS Bailey Field:SCS-01,30.41904,-87.60147,5
EMS Front Lawn:SCS-02,30.41862,-87.60036,5.3
Prueba II:SCS-04,-33.01822,-61.04182,6
GOLF13:SCS-19,-34.50484,-58.52287,6.5
GOLF13:SCS-19,-34.50484,-58.52287,6.3
GOLF13:SCS-19,-34.50484,-58.52287,6.7
GOLF13:SCS-19,-34.50484,-58.52287,6.3
GOLF 1A:SCS-03,-34.5092,-58.5359,5.5
GOLF 1A:SCS-03,-34.5092,-58.5359,5.1
GOLF 1A:SCS-03,-34.5092,-58.5359,5
GOLF 1:SCS-01,-34.5083,-58.539,5.5
GOLF 1:SCS-01,-34.5083,-58.539,5.4
GOLF 1:SCS-01,-34.5083,-58.539,5
GOLF 1:SCS-01,-34.5083,-58.539,5.5
golf4:SCS-18,-34.5094,-58.5361,6.6
golf4:SCS-18,-34.5094,-58.5361,6.3
golf4:SCS-18,-34.5094,-58.5361,6.3
Salsa Golf:SCS-12,-34.5094,-58.5361,5.7
Salsa Golf:SCS-12,-34.5094,-58.5361,5.5
Salsa Golf:SCS-12,-34.5094,-58.5361,5.3
Salsa Golf:SCS-12,-34.5094,-58.5361,5.7
"Escuela 88,  Las Violetas - PATIO ESCOLAR",-34.56716,-56.29797,7.1
CANCHA DE FUTBOL ZONA PONIENTE:SCS-09,20.6818,-101.36,6.6
CANCHAS DE BASKETBALL ZONA NORTE-PREPARATORIA:SCS-06,20.4099,-101.215,6.7
CERRO DE LA JOYITA; EJIDO PASO BLANCO:SCS-04,20.4564,-101.2633,8
CERRO DE LA JOYITA; EJIDO PASO BLANCO:SCS-04,20.4564,-101.2633,7.8
CERRO DE LA JOYITA; EJIDO PASO BLANCO:SCS-04,20.4564,-101.2633,7.8
Cortina de la Presa del Conejo:SCS-01,20.4369,-101.2391,7.6
Cortina de la Presa del Conejo:SCS-01,20.4369,-101.2391,7.5
EJIDO PASO BLANCO KM5:SCS-07,20.4457,102.5017,8
EJIDO PASO BLANCO KM5:SCS-07,20.4457,102.5017,8.1
"EL PARQUECITO, COL. BENITO JUAREZ:SCS-10",20.6647,-101.3727,7.5
"EL PARQUECITO, COL. BENITO JUAREZ:SCS-10",20.6647,-101.3727,7.6
Habitat Escolar,20.683295,-101.359067,7
Huerta de la ENMS Irapuato,20.40958,-101.21546,7
Huerta de la ENMS Irapuato,20.40958,-101.21546,7.1
Huerta de la ENMS Irapuato,20.40958,-101.21546,7.2
HUERTA DE LA ENMSI:SCS-11,20.4096,101.2154,8.6
Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,7.3
Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,8
Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,7.8
Huerta de la Escuela Preparatoria Irapuato:SCS-02,20.40958,-101.21546,8.6
PARQUE ARBOLEDAS,20,101,8.4
PARQUE ECOLOGICO DE IRAPUATO(PEI):SCS-03,20.3729,-101.3868,7.2
PARQUE ECOLOGICO DE IRAPUATO(PEI):SCS-03,20.3729,-101.3868,7.3
Parque Tabachines:SCS-12,20.4155,-101.2167,8.7
Rancho Nuevo (Zona A),20.374111,-101.33464,7.4
Rancho Nuevo (Zona A),20.374111,-101.33464,7.8
Rancho Nuevo (Zona A),20.374111,-101.33464,7.8
Zona de cactáceas de la ENMSI,20.682,-101.36,6.9
Zona de cactáceas de la ENMSI,20.682,-101.36,7.2
Zona de cactáceas de la ENMSI,20.682,-101.36,7.4
ZONA PONIENTE DE CANCHAS DE BASKET BALL,20.4089,101.21579,7.4
ZONA PONIENTE DE CANCHAS DE BASKET BALL,20.4089,101.21579,7.5
ZONA PONIENTE DE CANCHAS DE BASKET BALL,20.4089,101.21579,7.5
Sol Gellieres:SCS-01,46.3535,7.02552,7
gravel-pit:SCS-07,58.0016,26.3868,8.1
gravel-pit:SCS-07,58.0016,26.3868,7.9
gravel-pit:SCS-07,58.0016,26.3868,8.9
gravel-pit:SCS-07,58.0016,26.3868,8.8
gravel-pit:SCS-07,58.0016,26.3868,8.8
Miina Härma Gymn yard,58.376754,26.709028,7
Miina Härma Gymn yard,58.376754,26.709028,7
Miina Härma Gymn yard,58.376754,26.709028,7
Poslovitsa:SCS-03,58.025,26.4708,6.7
Poslovitsa:SCS-03,58.025,26.4708,6.5
Poslovitsa:SCS-03,58.025,26.4708,6.5
Poslovitsa:SCS-03,58.025,26.4708,6.7
Poslovitsa:SCS-03,58.025,26.4708,7.2
Pyhajarve aares:SCS-04,58.0201,26.4692,5.4
soil 4:SCS-06,58.0014,26.3868,9.1
soil 4:SCS-06,58.0014,26.3868,7.3
soil 4:SCS-06,58.0014,26.3868,7.6
Suur Taevaskoda soil1,58.107773,27.050441,7
Suur Taevaskoda soil1,58.107773,27.050441,8
Suur Taevaskoda soil1,58.107773,27.050441,7
Suur Taevaskoda soil2,58.107774,27.05039,8
Suur Taevaskoda soil2,58.107774,27.05039,7
Suur Taevaskoda soil3,58.107651,27.049506,5
Suur Taevaskoda soil3,58.107651,27.049506,5
Suur Taevaskoda soil3,58.107651,27.049506,5
Suur Taevaskoda soil3,58.107651,27.049506,5
Suur Taevaskoda soil4,58.107659,27.04951,5
Suur Taevaskoda soil4,58.107659,27.04951,5
Suur Taevaskoda soil4,58.107659,27.04951,5
Suur Taevaskoda soil4,58.107659,27.04951,6
Valuoja park,58.366724,25.589755,5
Valuoja park,58.366724,25.589755,5
Valuoja park,58.366724,25.589755,6
Valuoja park,58.366724,25.589755,6
FP-UNA GR,-25.335842,-57.521273,6.8
FP-UNA GR,-25.335842,-57.521273,6.5
ORCHARD:SCS-01,41.7072,-72.8307,5.5
ORCHARD:SCS-01,41.7072,-72.8307,5
ORCHARD:SCS-01,41.7072,-72.8307,5.5
ORCHARD:SCS-01,41.7072,-72.8307,5
Jeannie Weaver's Dirty Dirt:SCS-02,33.83514,-87.2543,6
Katie Carden:SCS-03,33.83514,-87.26543,6
Roxanna D'Angelo:SCS-01,33.83514,-87.26543,6
Walker High School:SCS-04,33.8351,-87.26543,6
Soil Moisture:SCS-01,31.9008,35.8617,7.8
Christy Woods Prairie:SCS-01,40.1975,-85.3906,6.6
Christy Woods Prairie:SCS-01,40.1975,-85.3906,6.4
Christy Woods Prairie:SCS-01,40.1975,-85.3906,6
Christy Woods Prairie:SCS-01,40.1975,-85.3906,4.6
The Sportshall profil = Jar?vegssni? vi? I?rottahus Keflavikur:SCS-01,63.9982,-22.56,6.3
The Sportshall profil = Jar?vegssni? vi? I?rottahus Keflavikur:SCS-01,63.9982,-22.56,6.3
The Sportshall profil = Jar?vegssni? vi? I?rottahus Keflavikur:SCS-01,63.9982,-22.56,6.5
Vatnsholt-efra sv??i  :SCS-03,64.0038,-22.9488,5.5
Vatnsholt-efra sv??i  :SCS-03,64.0038,-22.9488,5.9
Vatnsholt ne?ra sv??i:SCS-02,64.0423,-22.5693,5.9
fleeta weather site:ATM-01,31.33028,-86.24514,7.3
Lake Frank Jackson,31.30013,-86.2722,5
Residential Pond-Onycha Community,31.2311,-86.2608,3.8
Soil Investigatio at Marquette Park:SCS-01,41.46,-87.41,7.8
Borderland-Rio Grande soil site:SCS-01,31.9167,-106.5333,10
Borderland-Rio Grande soil site:SCS-01,31.9167,-106.5333,9.3
Borderland-Rio Grande soil site:SCS-01,31.9167,-106.5333,9.1
ALGAMAH,21.473516,39.249688,7.6
ALHRAZAT,21.462727,39.353917,7.2
Gifted Secondary School At Jeddah,21.578409,39.150355,7.3
تربة بحرة,21.466114,39.334499,7.5
Tlo,46.021498,15.903609,7
Kozjača postaja,45.4886,15.5267,6
Kozjača postaja,45.4886,15.5267,6
Kozjača postaja,45.4886,15.5267,6
Kozjača postaja,45.4886,15.5267,6.5
Kozjača postaja,45.4886,15.5267,5
Postaja Gimnazija Karlovac/atmosfera ATM-01/pedosfera,45.4858,15.556,5
Postaja Gimnazija Karlovac/atmosfera ATM-01/pedosfera,45.4858,15.556,5
Postaja Gimnazija Karlovac/atmosfera ATM-01/pedosfera,45.4858,15.556,5
Postaja Gimnazija Karlovac/atmosfera ATM-01/pedosfera,45.4858,15.556,4
Postaja Gimnazija Karlovac/atmosfera ATM-01/pedosfera,45.4858,15.556,4
Postaja Gimnazija Karlovac/atmosfera ATM-01/pedosfera,45.4858,15.556,4
Stararacki:SCS-03,45.49091,15.55809,6.5
Stararacki:SCS-03,45.49091,15.55809,7.5
Stararacki:SCS-03,45.49091,15.55809,7
Stararacki:SCS-03,45.49091,15.55809,6.5
Stararacki:SCS-03,45.49091,15.55809,6.5
Stararacki:SCS-03,45.49091,15.55809,6.5
Stararacki:SCS-03,45.49091,15.55809,7
Tlo-Edison:SCS-07(not active),45.49041,15.55168,6
Tlo-Edison:SCS-07(not active),45.49041,15.55168,7
Tlo-Edison:SCS-07(not active),45.49041,15.55168,6.5
Tlo-Edison:SCS-07(not active),45.49041,15.55168,6.5
Tlo-Edison:SCS-07(not active),45.49041,15.55168,7
Tlo-?kola:SCS-01-nije aktivno,45.4858,15.556,6.2
Tlo-?kola:SCS-01-nije aktivno,45.4858,15.556,6.2
Tlo-?kola:SCS-01-nije aktivno,45.4858,15.556,6.1
Tlo-?kola:SCS-01-nije aktivno,45.4858,15.556,6.1
Tlo-?kola:SCS-01-nije aktivno,45.4858,15.556,6.1
Tlo-?kola:SCS-01-nije aktivno,45.4858,15.556,6.2
TLO KOZJAČA,45.4749,15.5325,5
TLO KOZJAČA,45.4749,15.5325,5
TLO KOZJAČA,45.4749,15.5325,5
TLO KOZJAČA,45.4749,15.5325,4
TLO KOZJAČA,45.4749,15.5325,4
TLO KOZJAČA,45.4749,15.5325,4
Tlo-Leptir:SCS-05,45.49541,15.55286,6.5
Tlo-Leptir:SCS-05,45.49541,15.55286,6.5
Tlo-Leptir:SCS-05,45.49541,15.55286,7
Tlo-Mahi&#269;no:SCS-06,45.55102,15.15397,6.5
Tlo-Mahi&#269;no:SCS-06,45.55102,15.15397,7
Tlo-Mahi&#269;no:SCS-06,45.55102,15.15397,6.5
Tlo-Mahi&#269;no:SCS-06,45.55102,15.15397,6
Tlo-Mahi&#269;no:SCS-06,45.55102,15.15397,6.5
Tlo-Tehni&#269;ka ?kola:SCS-08,45.49041,15.55419,7.5
Tlo-Tehni&#269;ka ?kola:SCS-08,45.49041,15.55419,6.5
Tlo-Tehni&#269;ka ?kola:SCS-08,45.49041,15.55419,6.5
Tlo-Tehni&#269;ka ?kola:SCS-08,45.49041,15.55419,6.5
Tlo-Tehni&#269;ka ?kola:SCS-08,45.49041,15.55419,6.5
Tlo-?umarska ?kola:SCS-04,45.49281,15.55979,6.5
Tlo-?umarska ?kola:SCS-04,45.49281,15.55979,6.5
Tlo-?umarska ?kola:SCS-04,45.49281,15.55979,6.5
Tlo-?umarska ?kola:SCS-04,45.49281,15.55979,6.5
Tlo-?umarska ?kola:SCS-04,45.49281,15.55979,7
Tlo-?umarska ?kola:SCS-04,45.49281,15.55979,7.5
[TLO] GMM - Kemijska analiza,45.160522,18.014933,5.2
Meteorološka kućica Gimnazije,45.831388,17.384663,6
do&#322;ek do bada&#324; gleby 2010:SCS-02,50.0256,22.002,7
do&#322;ek do bada&#324; gleby 2010:SCS-02,50.0256,22.002,6.7
do&#322;ek do bada&#324; gleby 2010:SCS-02,50.0256,22.002,6.7
do&#322;ek do bada&#324; gleby 2010:SCS-02,50.0256,22.002,7
do&#322;ek do bada&#324; gleby 2010:SCS-02,50.0256,22.002,7
do&#322;ek do bada&#324; gleby 2012:SCS-03,50.0258,22.0023,7
do&#322;ek do bada&#324; gleby 2012:SCS-03,50.0258,22.0023,7
do&#322;ek do bada&#324; gleby 2012:SCS-03,50.0258,22.0023,7
do&#322;ek do bada&#324; gleby 2012:SCS-03,50.0258,22.0023,6.7
do&#322;ek do bada&#324; gleby 2013:SCS-04,50.02584,22.00235,6.5
do&#322;ek do bada&#324; gleby 2013:SCS-04,50.02584,22.00235,6.6
do&#322;ek do bada&#324; gleby 2013:SCS-04,50.02584,22.00235,6.8
do&#322;ek do bada&#324; gleby 2013:SCS-04,50.02584,22.00235,6.9
do&#322;ek do bada&#324; gleby 2013:SCS-04,50.02584,22.00235,7
dołek do badań gleby 2014 Sc S-05,50.02584,22.00235,6.9
dołek do badań gleby 2014 Sc S-05,50.02584,22.00235,6.9
dołek do badań gleby 2014 Sc S-05,50.02584,22.00235,6.9
dołek do badań gleby 2014 Sc S-05,50.02584,22.00235,6.9
Soil Site:SCS-02,53.1461,23.1107,7.5
Soil Site:SCS-02,53.1461,23.1107,6.5
Soil Site:SCS-02,53.1461,23.1107,6.6
N/A:SCS-01,49.6833,19.2002,7.1
N/A:SCS-01,49.6833,19.2002,6.9
CLARK'S SOIL EXPLORERS:SCS-01,33.46017,-86.92874,5.5
Soil Sample Site:SCS-01,39.6144,-105.0385,8.8
Soil Site:SCS-02,38.7727,-120.8895,5.7
Soil Site:SCS-02,38.7727,-120.8895,5.8
Soil Site:SCS-02,38.7727,-120.8895,5.9
Soil Site:SCS-02,38.7727,-120.8895,5.9
Soil Site:SCS-02,38.7727,-120.8895,7.4
Fifth grade Block1 pH site:SCS-02,34.3446,-86.4418,5.5
Fifth grade block 2 pH site:SCS-03,34.3446,-86.4418,6
Fifth grade block 3 pH site:SCS-04,34.3446,-86.4418,6
163 N0RMAN AVE.  REAR YARD:SCS-05,40.4361,-73.5691,7
CLEVELAND PARK NORTH :SCS-03,40.6667,-73.9067,6.6
SOIL SBV:SCS-01,6.02773,80.12775,7
Memorial Park - Soil Study Site:SCS-03,31.7882,-106.4557,7.9
Memorial Park - Soil Study Site:SCS-03,31.7882,-106.4557,8.2
Memorial Park - Soil Study Site:SCS-03,31.7882,-106.4557,8.7
Memorial Park - Soil Study Site:SCS-03,31.7882,-106.4557,8.6
Milam - Airport Site:SCS-01,31.8202,-106.3877,8.6
Milam - Airport Site:SCS-01,31.8202,-106.3877,9.3
Milam - Airport Site:SCS-01,31.8202,-106.3877,9.4
Milam - Airport Site:SCS-01,31.8202,-106.3877,9.1
Sue Young Park - Soil Study Site:SCS-02,31.8843,-106.4338,8.5
Sue Young Park - Soil Study Site:SCS-02,31.8843,-106.4338,7.9
Sue Young Park - Soil Study Site:SCS-02,31.8843,-106.4338,8.2
Sue Young Park - Soil Study Site:SCS-02,31.8843,-106.4338,8.3
Sue Young Park - Soil Study Site:SCS-02,31.8843,-106.4338,7.3
School Location:SCS-01,29.4391,-98.5535,8
Desert-Pierrefleur:SCS-01,46.3242,6.3892,5.3
Desert-Pierrefleur:SCS-01,46.3242,6.3892,5.3
Desert-Pierrefleur:SCS-01,46.3242,6.3892,5.3
Desert-Pierrefleur:SCS-01,46.3242,6.3892,5.8
Eglisee IWB:SCS-02,47.5718,7.6193,6.5
Hardwood forest:SCS-02,53.6445,9.9625,4.5
Hardwood forest:SCS-02,53.6445,9.9625,4.5
Swamp - Ohemoor:SCS-03,53.6547,9.9725,3.1
Swamp - Ohemoor:SCS-03,53.6547,9.9725,3.4
Vinohrady:SCS-01,50.22161,13.17127,5.5
Vinohrady:SCS-01,50.22161,13.17127,7
Vinohrady:SCS-01,50.22161,13.17127,7.2
Vinohrady:SCS-01,50.22161,13.17127,6.9
hamasa,24.244592,55.76466,10.2
Soil 1,24.239879,55.81179,7.8
soil2,24.240684,55.812958,8.2
فلج بوسندة,24.220366,55.81236,7.7
alansab,23.3541,58.2548,8
alansab,23.3541,58.2548,8
Al-bsateen3:SCS-01,21.633915,39.132276,6
Al-bsateen3:SCS-01,21.633915,39.132276,8
HAMZA2,21.621343,39.183773,7
HAMZA2,21.621343,39.183773,7.7
HAMZA2,21.621343,39.183773,6.7
HAMZA2,21.621343,39.183773,7
Hanceville Soil Site:SCS-01,34.0312,-86.7933,6
Johanna Hill:SCS-01,56.1632,13.7695,6.1
Johanna Hill:SCS-01,56.1632,13.7695,5.7
Johanna Hill:SCS-01,56.1632,13.7695,5.3
Johanna Hill:SCS-01,56.1632,13.7695,5.3
T-Ball:SCS-02,56.1629,13.7691,4.7
T-Ball:SCS-02,56.1629,13.7691,5.6
T-Ball:SCS-02,56.1629,13.7691,4.5
T-Ball:SCS-02,56.1629,13.7691,4.8
T-Ball:SCS-02,56.1629,13.7691,4.5
T-Ball:SCS-02,56.1629,13.7691,4.5
almonua,23.54655,58.3926,7.8
FRONT LAWN OF THE SCHOOL:SCS-01,42.2318,-71.842,5.2
HHS-01:SCS-01,40.0165,-82.2598,5.3
HHS-01:SCS-01,40.0165,-82.2598,5.6
HHS-01:SCS-01,40.0165,-82.2598,4.8
Behind Bush,38.441785,-81.477807,7
Behind Elkview Middle School,38.442018,-81.478037,8.3
Behind field house,38.44166,-81.477321,5.7
Behind field house 2,38.441645,-81.477297,6.8
Behind old portables,38.442044,-81.478123,6.9
Behind School,38.441817,-81.477694,8.3
Behind school near road,38.441908,-81.477439,6.7
Beside Fieldhouse,38.441723,-81.477466,6.2
Beside Fieldhouse 2,38.441835,-81.477525,6.8
Beside of field house on dirt hill,38.441748,-81.477495,2.5
Beside the tree,38.441813,-81.477026,6.4
Bg Chimney (Parsons House),38.410489,-81.519373,6.5
Bg Chimney (Parsons House),38.410489,-81.519373,6.2
In front of fieldhouse,38.441943,-81.47756,6.3
Mud Ramp,38.441746,-81.477549,6.3
Side the Fieldhouse,38.441718,-81.477482,6.2
Soil 1,38.441878,-81.477407,6.6
Soil 2,38.442189,-81.476749,6.9
Soil 3,38.442622,-81.47586,7.2
Soil 4,38.441764,-81.476426,6.7
Soil 5,38.443358,-81.475934,7.2
Soil 6,38.44198,-81.478163,7.3
Soil Collected #2,38.4417,-81.4764,5.1
Soil Collected #3,38.4418,-81.4476,5.9
Soil Collected #4,38.4416,-81.4771,6
Soil Collected #5,38.4417,-81.476,5.5
Soil Collected #6,38.4427,-81.477,5.9
Soil Collected #7,38.4416,-81.4772,4.8
Soil Collected #8,38.4425,-81.4767,5.8
Soil Collection #1,38.441588,-81.478,6.5
Soil Collection Site #10,38.4414,-81.4777,5.6
Soil Collection Site #11,38.4416,-81.47727,5.9
Trees beside field house,38.441622,-81.477651,6.2
Under Pine Tree,38.441645,-81.477874,5.8
Under the Pine Trees,38.44162,-81.477962,5.3
Under the Trees,38.44166,-81.47721,5.5
Grasveld achter school:SCS-03,52.1684,5.3984,4.7
Grasveld achter school:SCS-03,52.1684,5.3984,4.7
Grasveld achter school:SCS-03,52.1684,5.3984,5
'T Hooghe landt (achter):SCS-02,52.1684,5.3984,6.7
'T Hooghe landt (achter):SCS-02,52.1684,5.3984,4.5
'T Hooghe landt (achter):SCS-02,52.1684,5.3984,7
'T Hooghe landt (achter):SCS-02,52.1684,5.3984,5.5
alraki soil,23.612894,56.544636,8.4
Holtville Middle School:SCS-01,32.62983,-86.32497,5.5
"Pha Bong Subdistrict, Mueang District, Mae Hong Son Province",19.196741,97.986718,5.9
Soil Charaterization1:SCS-01,40.8935,-73.8983,6.7
Soil Testing at  Atmospheric Shelter:SCS-01,40.0915,-82.9197,4.5
Soil Testing at  Atmospheric Shelter:SCS-01,40.0915,-82.9197,4.3
Becky's Box:SCS-01,36.0059,-88.4213,7
Test site of soil,24.70035,46.83952,9.5
Test site of soil,24.70035,46.83952,8.7
Test site of soil,24.70035,46.83952,8.6
IBRI WADI,56.30662,23.13949,7.5
IBRI WADI,56.30662,23.13949,7.6
IBRI WADI,56.30662,23.13949,7.7
IBRI WADI,56.30662,23.13949,7.7
Colegio Nacional Mariscal Orbegoso:SCS-04,-15.2072,-71.5073,7.3
Quillunza 2:SCS-02,15.2085,71.5085,7.3
Quillunza 3:SCS-03,15.209,71.509,6.5
Quillunza:SCS-01,71.5073,15.2072,7.3
Suelo:SCS-01,-15.26464,-72.93022,9
Parque los Cerros-1:SCS-01,40.46317,-3.3576,7.9
Zanja detras del gimnasio:SCS-03,40.8972,-0.3827,8.5
Zanja detras del gimnasio:SCS-03,40.8972,-0.3827,7.5
Zanja detras del gimnasio:SCS-03,40.8972,-0.3827,7.5
BASSES DEL TERRISSER:SCS-04,42.27978,2.93816,7.8
Can Gumma:SCS-07,42.21972,2.80833,7.6
Can Gumma:SCS-07,42.21972,2.80833,7.5
Can Gumma:SCS-07,42.21972,2.80833,7.7
Cruilla Cuffi-Mandri:SCS-02,42.26635,2.9497,7.8
Cruilla Cuffi-Mandri:SCS-02,42.26635,2.9497,8
Cruilla Cuffi-Mandri:SCS-02,42.26635,2.9497,8.1
Cruilla Cuffi-Mandri:SCS-02,42.26635,2.9497,8.1
Embassament Boadella-Darnius:SCS-03,42.34564,2.83715,5.5
Embassament Boadella-Darnius:SCS-03,42.34564,2.83715,5.7
Embassament Boadella-Darnius:SCS-03,42.34564,2.83715,5.3
Estadi:SCS-01,42.2667,2.95,8.2
HORT INSTITUT:SCS-06,42.26725,2.95183,7
HORT INSTITUT:SCS-06,42.26725,2.95183,7
Les Escaules:SCS-05,42.32125,2.88391,7.5
Les Escaules:SCS-05,42.32125,2.88391,7.7
Descampado:SCS-01,40.3097,-3.8571,7
Descampado:SCS-01,40.3097,-3.8571,6.9
Descampado:SCS-01,40.3097,-3.8571,6.5
El Barrizal:SCS-03,40.306,-3.859,6
El Barrizal:SCS-03,40.306,-3.859,6.6
El Barrizal:SCS-03,40.306,-3.859,7.5
PATIO 1:SCS-01,40.2933,-3.8343,7.3
PATIO 2:SCS-02,40.2933,-3.8343,6.7
Cerro Buenavista:SCS-02,40.3047,-3.7593,7.9
Cerro Buenavista:SCS-02,40.3047,-3.7593,8
Cerro Buenavista:SCS-02,40.3047,-3.7593,8.1
Pista de Balonmano:SCS-01,40.2952,-3.7385,8.4
Variante de la carretera de Almagro:SCS-01,38.8834,-3.74,7
Variante de la carretera de Almagro:SCS-01,38.8834,-3.74,7
Variante de la carretera de Almagro:SCS-01,38.8834,-3.74,8
Calle Acequia:SCS-05,42.2841,-2.2787,6.3
PARQUE LA GRAJERA:SCS-04,42.2689,-2.3041,6.5
PARQUE LA GRAJERA:SCS-04,42.2689,-2.3041,7
SITIO HUMEDAD/TEMPERATURA SUELOS:SCS-01,42.4622,-2.46359,7
SITIO HUMEDAD/TEMPERATURA SUELOS:SCS-01,42.4622,-2.46359,6
FEDESUELO:SCS-01,40.59855,-3.98062,6.4
FEDESUELO:SCS-01,40.59855,-3.98062,7.6
FEDESUELO:SCS-01,40.59855,-3.98062,7.6
FEDESUELO:SCS-01,40.59855,-3.98062,7.5
MOLINOS:SCS-01,39.35,-3.51,6.7
MOLINOS:SCS-01,39.35,-3.51,6.3
MOLINOS:SCS-01,39.35,-3.51,5.7
choperabo:SCS-01,40.6541,-4.0009,6.1
choperabo:SCS-01,40.6541,-4.0009,6.6
choperabo:SCS-01,40.6541,-4.0009,6.3
Cruz de la Pasion:SCS-01,40.025,-5.0767,6
Cruz de la Pasion:SCS-01,40.025,-5.0767,5
Cruz de la Pasion:SCS-01,40.025,-5.0767,6.5
FRUITERS:SCS-01,41.6053,0.6125,8.4
FRUITERS:SCS-01,41.6053,0.6125,8.5
suelo 301:SCS-01,40.7375,-4.035,5.4
suelo 301:SCS-01,40.7375,-4.035,5.3
suelo 301:SCS-01,40.7375,-4.035,5.5
Camino Vozmediano:SCS-02,41.8542,-1.907,6.5
Camino Vozmediano:SCS-02,41.8542,-1.907,7.5
01 School Location: SCS-01,40.4437,-3.6253,7.4
01 School Location: SCS-01,40.4437,-3.6253,7.3
01 School Location: SCS-01,40.4437,-3.6253,7.1
Corte carretera Covaleda-Salduero:SCS-02,41.9438,-2.8763,5.5
Corte carretera Covaleda-Salduero:SCS-02,41.9438,-2.8763,5.5
PARAJE EL CUBO:SCS-01,41.9303,-2.8863,5.5
PARAJE EL CUBO:SCS-01,41.9303,-2.8863,5.5
PISTA DE BALONCESTO:SCS-01,38.329,-6.7698,7.8
PISTA DE BALONCESTO:SCS-01,38.329,-6.7698,7.4
PISTA DE BALONCESTO:SCS-01,38.329,-6.7698,7.5
Concepcion:SCS-03,41.52,0.3583,7.5
Cruz Roja:SCS-06,41.52,0.32,8.1
Cruz Roja:SCS-06,41.52,0.32,8.1
Cruz Roja:SCS-06,41.52,0.32,8.2
Parque Pinada:SCS-04,41.5247,0.3428,8.3
CARRETERA DE CIRCUNVALACION JUNTO A UNA PARED:SCS-08,41.0051,-6.2544,5
CARRETERA DE CIRCUNVALACION PRADO:SCS-09,41.0048,-6.2542,5
Carretera de Vitigudino:SCS-04,41.0049,-6.2605,5.7
Circunvalacion junto al taller Citroen:SCS-06,41.0047,-6.2536,6
Circunvalacion junto a un prado:SCS-07,41.0133,-6.2554,6
Circunvalacion:SCS-02,41,-6.26,5
Orilla de la carretera junto a naves:SCS-05,41.0049,-6.2537,5
Vitigudino:SCS-01,41.005,-6.4333,7
la muela de Alfonso:SCS-01,41.1123,-4.2733,6.8
la muela de Alfonso:SCS-01,41.1123,-4.2733,7.1
la muela de Alfonso:SCS-01,41.1123,-4.2733,7.8
"Gračansko dolje, Gračani",45.86058,15.979538,7.5
"Gračansko dolje, Gračani",45.86058,15.979538,7.5
Potok Bliznec - izvor,45.866074,15.979481,8
Potok Bliznec - izvor,45.866074,15.979481,8
SAVICA 1:SCS-02,45.7797,16.013,7.9
Čakovec Jasenović,46.392438,16.424252,7
Čakovec Jasenović,46.392438,16.424252,7
Čakovec Jasenović,46.392438,16.424252,7
SMAP,46.278742,16.388808,7.5
SMAP 2,46.284853,16.332237,7
TeaTime,46.278783,16.388931,6.7
HORIZONTI-PRIBISLAVEC,46.391,16.479,6.5
HORIZONTI-PRIBISLAVEC,46.391,16.479,6.2
HORIZONTI-PRIBISLAVEC,46.391,16.479,5.5
II. OS Cakovec BAZENI 1:SCS-01,46.397,16.436,6.3
II. OS Cakovec BAZENI 1:SCS-01,46.397,16.436,5.7
II. OS Cakovec BAZENI 1:SCS-01,46.397,16.436,5
II. OS Cakovec BAZENI 1:SCS-01,46.397,16.436,6.5
II. OS Cakovec BAZENI 1:SCS-01,46.397,16.436,6
II. OS Cakovec BAZENI 1:SCS-01,46.397,16.436,5.5
tlo- BEREK GARDINOVEC,46.426997,16.565106,5.1
tlo- MURŠĆAK,46.46,16.52,7.5
Tlo- Prelog 2022.,46.330711,16.616357,7
Tlo-školsko dvorište 2024,46.37826,16.446823,7
tlo u školskom vrtu,46.378194,16.447085,7.3
School Location:SCS-01,36.3699,-82.4029,4.5
School Location:SCS-01,36.3699,-82.4029,4.5
School Location:SCS-01,36.3699,-82.4029,5
Fosa en la escuela:SCS-01,18.05371,-67.08865,8.2
Fosa en la finca al lado de la escuela:SCS-02,18.05642,-67.08731,7.7
Fosa en la finca al lado de la escuela:SCS-02,18.05642,-67.08731,7.7
Fosa en la finca al lado de la escuela:SCS-02,18.05642,-67.08731,5.7
IA Longview,32.55785,-94.73404,4.8
Puda budka:SCS-01,49.4585,17.9718,7.5
Forest Park Top:SCS-01,40.7002,-73.8591,4.7
Forest Park Top:SCS-01,40.7002,-73.8591,4.5
ISB (Near bike racks):SCS-07,13,100,7
ISB Pond:SCS-01,13.5341,100.313,6
AL'''AL:SCS-01,32.6167,35.9,7.8
AL'''AL:SCS-01,32.6167,35.9,9.3
